Geneid	Chr	Start	End	Strand	Length	21_bam_clean/P1_MYB3_R1.mLb.flT.bam	x1.bam	x2.bam
Interval_6966	B05	25246753	25246941	+	189	37	0	0
Interval_6967	B05	25436005	25436195	+	191	67	0	0
Interval_6968	B05	25599549	25599671	+	123	25	0	0
Interval_6969	B05	25621175	25621278	+	104	26	0	0
Interval_6970	B05	25632161	25632258	+	98	11	0	0
Interval_6971	B05	25838118	25838353	+	236	48	0	0
Interval_6972	B05	26065274	26065376	+	103	27	0	0
Interval_6973	B05	26096404	26096548	+	145	55	0	0
Interval_6974	B05	26159363	26159472	+	110	26	0	0
Interval_6975	B05	26160306	26160474	+	169	32	0	0
Interval_6976	B05	26278025	26278237	+	213	63	48	0
Interval_6977	B05	26412359	26412545	+	187	61	0	0
Interval_6978	B05	26644825	26644925	+	101	18	0	0
Interval_6979	B05	26996119	26996319	+	201	60	0	0
Interval_6980	B05	27040077	27040230	+	154	35	0	0
Interval_6981	B05	27040516	27040706	+	191	36	0	0
Interval_6982	B05	27225386	27225585	+	200	64	14	9
Interval_6983	B05	27298990	27299115	+	126	28	8	0
Interval_6984	B05	27533677	27533855	+	179	36	0	0
Interval_6985	B05	27684864	27685012	+	149	34	4	3
Interval_6986	B05	27909810	27909909	+	100	24	0	0
Interval_6987	B05	28052019	28052128	+	110	28	0	0
Interval_6988	B05	28084353	28084495	+	143	28	1	2
Interval_6989	B05	28483032	28483148	+	117	21	7	2
Interval_6990	B05	28517179	28517475	+	297	65	4	7
Interval_6991	B05	28551342	28551477	+	136	22	0	0
Interval_6992	B05	28893719	28893821	+	103	34	4	2
Interval_6993	B05	28906211	28906400	+	190	62	0	0
Interval_6994	B05	29021593	29021690	+	98	17	6	5
Interval_6995	B05	29022414	29022579	+	166	44	7	1
Interval_6996	B05	29295134	29295464	+	331	37	10	4
Interval_6997	B05	29352316	29352414	+	99	23	0	0
Interval_6998	B05	29423986	29424162	+	177	35	0	0
Interval_6999	B05	29454467	29454688	+	222	57	0	0
Interval_7000	B05	29455700	29455797	+	98	24	0	0
Interval_7001	B05	29456558	29456686	+	129	30	0	0
Interval_7002	B05	29505918	29506023	+	106	19	0	0
Interval_7003	B05	29510717	29510992	+	276	78	0	0
Interval_7004	B05	29514801	29514994	+	194	27	0	0
Interval_7005	B05	29638055	29638192	+	138	19	0	0
Interval_7006	B05	29653776	29653923	+	148	26	0	0
Interval_7007	B05	29698582	29698735	+	154	33	0	0
Interval_7008	B05	29776986	29777160	+	175	56	0	0
Interval_7009	B05	29837187	29837288	+	102	30	0	0
Interval_7010	B05	30042299	30042396	+	98	12	0	0
Interval_7011	B05	30102045	30102182	+	138	47	0	0
Interval_7012	B05	30112385	30112574	+	190	51	0	0
Interval_7013	B05	30117054	30117222	+	169	33	3	6
Interval_7014	B05	30265477	30265586	+	110	15	4	0
Interval_7015	B05	30340831	30340928	+	98	27	0	0
Interval_7016	B05	30412474	30412642	+	169	28	18	4
Interval_7017	B05	30420257	30420416	+	160	29	18	4
Interval_7018	B05	30847515	30847664	+	150	35	2	3
Interval_7019	B05	30852242	30852375	+	134	31	2	1
Interval_7020	B05	30942259	30942436	+	178	54	5	0
Interval_7021	B05	31089611	31089724	+	114	19	0	0
Interval_7022	B05	31101183	31101334	+	152	25	15	9
Interval_7023	B05	31102951	31103175	+	225	35	7	3
Interval_7024	B05	31133833	31133947	+	115	9	0	0
Interval_7025	B05	31221372	31221537	+	166	40	9	5
Interval_7026	B05	31244232	31244372	+	141	34	7	2
Interval_7027	B05	31557542	31557670	+	129	21	0	0
Interval_7028	B05	32114000	32114107	+	108	17	0	0
Interval_7029	B05	32363247	32363349	+	103	13	5	1
Interval_7030	B05	32466897	32467131	+	235	56	22	14
Interval_7031	B05	32484410	32484543	+	134	22	12	2
Interval_7032	B05	32616700	32616883	+	184	41	11	17
Interval_7033	B05	32773590	32773779	+	190	44	10	1
Interval_7034	B05	32950881	32951029	+	149	34	21	1
Interval_7035	B05	32982980	32983129	+	150	38	0	0
Interval_7036	B05	33029678	33029885	+	208	52	18	18
Interval_7037	B05	33040710	33040976	+	267	50	2	0
Interval_7038	B05	33171519	33171645	+	127	41	0	0
Interval_7039	B05	33239036	33239138	+	103	22	0	0
Interval_7040	B05	33295742	33295915	+	174	27	0	0
Interval_7041	B05	33295943	33296089	+	147	28	0	0
Interval_7042	B05	33512960	33513062	+	103	34	0	0
Interval_7043	B05	33606003	33606100	+	98	13	0	0
Interval_7044	B05	33620462	33620620	+	159	31	0	0
Interval_7045	B05	33733025	33733177	+	153	28	16	4
Interval_7046	B05	34017806	34017959	+	154	29	7	2
Interval_7047	B05	34463991	34464113	+	123	23	0	0
Interval_7048	B05	34504117	34504300	+	184	39	0	0
Interval_7049	B05	34714527	34714650	+	124	22	0	0
Interval_7050	B05	34762003	34762139	+	137	31	0	0
Interval_7051	B05	34775965	34776150	+	186	39	0	0
Interval_7052	B05	34829124	34829301	+	178	40	0	0
Interval_7053	B05	34956575	34956676	+	102	19	0	0
Interval_7054	B05	35001005	35001102	+	98	28	8	1
Interval_7055	B05	35510890	35511030	+	141	39	0	0
Interval_7056	B05	35599499	35599647	+	149	37	0	0
Interval_7057	B05	35626406	35626540	+	135	34	2	2
Interval_7058	B05	35720363	35720460	+	98	19	0	0
Interval_7059	B05	36184245	36184390	+	146	21	0	0
Interval_7060	B05	36185527	36185662	+	136	21	20	0
Interval_7061	B05	36212768	36212930	+	163	13	4	0
Interval_7062	B05	36293916	36294149	+	234	31	6	6
Interval_7063	B05	36355760	36355888	+	129	35	4	2
Interval_7064	B05	36482824	36482929	+	106	22	0	0
Interval_7065	B05	36528500	36528645	+	146	27	0	2
Interval_7066	B05	36922248	36922345	+	98	14	4	4
Interval_7067	B05	36966774	36966916	+	143	36	0	0
Interval_7068	B05	37042318	37042565	+	248	67	0	0
Interval_7069	B05	37073700	37073883	+	184	24	0	0
Interval_7070	B05	37253219	37253340	+	122	40	9	13
Interval_7071	B05	37355989	37356134	+	146	28	0	7
Interval_7072	B05	37537542	37537680	+	139	30	0	0
Interval_7073	B05	37547342	37547488	+	147	16	7	1
Interval_7074	B05	37684022	37684123	+	102	22	0	0
Interval_7075	B05	37732691	37732919	+	229	48	0	0
Interval_7076	B05	37734898	37735089	+	192	38	0	0
Interval_7077	B05	37774182	37774361	+	180	64	0	0
Interval_7078	B05	37776633	37776763	+	131	26	0	0
Interval_7079	B05	37935887	37936025	+	139	25	0	0
Interval_7080	B05	38115638	38115759	+	122	12	2	0
Interval_7081	B05	38172712	38172824	+	113	19	0	0
Interval_7082	B05	38507241	38507356	+	116	29	21	0
Interval_7083	B05	38764807	38764982	+	176	43	14	0
Interval_7084	B05	38932895	38933070	+	176	67	31	1
Interval_7085	B05	38938686	38938883	+	198	73	15	0
Interval_7086	B05	39067158	39067259	+	102	23	0	0
Interval_7087	B05	39079719	39079871	+	153	35	0	0
Interval_7088	B05	39159399	39159505	+	107	25	0	0
Interval_7089	B05	39456931	39457084	+	154	46	37	0
Interval_7090	B05	39662928	39663057	+	130	22	0	0
Interval_7091	B05	39669696	39669841	+	146	25	6	0
Interval_7092	B05	39680188	39680365	+	178	38	0	0
Interval_7093	B05	39684020	39684162	+	143	38	0	0
Interval_7094	B05	39807922	39808032	+	111	35	0	0
Interval_7095	B05	39896810	39896960	+	151	33	0	0
Interval_7096	B05	40021409	40021569	+	161	50	13	0
Interval_7097	B05	40059782	40059915	+	134	16	10	0
Interval_7098	B05	40156653	40156762	+	110	29	2	0
Interval_7099	B05	40363500	40363636	+	137	34	0	0
Interval_7100	B05	40409878	40410033	+	156	46	1	0
Interval_7101	B05	40580891	40580988	+	98	24	0	0
Interval_7102	B05	40605553	40605716	+	164	18	0	0
Interval_7103	B05	40619161	40619299	+	139	26	11	0
Interval_7104	B05	40634858	40635076	+	219	54	26	0
Interval_7105	B05	40709645	40709774	+	130	31	0	0
Interval_7106	B05	40763595	40763702	+	108	23	7	0
Interval_7107	B05	40772259	40772383	+	125	20	0	0
Interval_7108	B05	40894486	40894596	+	111	34	19	1
Interval_7109	B05	40894976	40895210	+	235	49	10	1
Interval_7110	B05	41098943	41099097	+	155	29	0	0
Interval_7111	B05	41102058	41102165	+	108	30	0	0
Interval_7112	B05	41313369	41313480	+	112	29	0	0
Interval_7113	B05	41322987	41323088	+	102	29	0	0
Interval_7114	B05	41323283	41323453	+	171	43	0	0
Interval_7115	B05	41456575	41456882	+	308	74	0	0
Interval_7116	B05	41459088	41459254	+	167	22	0	0
Interval_7117	B05	41492008	41492161	+	154	21	0	0
Interval_7118	B05	41498453	41498608	+	156	34	0	0
Interval_7119	B05	41678583	41678699	+	117	20	0	0
Interval_7120	B05	41712295	41712447	+	153	34	0	0
Interval_7121	B05	42125469	42125566	+	98	18	0	0
Interval_7122	B05	42209326	42209457	+	132	42	0	0
Interval_7123	B05	42383345	42383776	+	432	123	0	0
Interval_7124	B05	42442008	42442226	+	219	57	0	0
Interval_7125	B05	42560109	42560206	+	98	16	0	0
Interval_7126	B05	42579247	42579380	+	134	19	0	0
Interval_7127	B05	42788741	42788881	+	141	33	0	0
Interval_7128	B05	43058358	43058459	+	102	24	0	0
Interval_7129	B05	43066011	43066142	+	132	41	0	0
Interval_7130	B05	43089826	43089948	+	123	30	0	0
Interval_7131	B05	43193406	43193507	+	102	22	0	0
Interval_7132	B05	43370746	43370867	+	122	15	0	0
Interval_7133	B05	43377918	43378041	+	124	30	0	0
Interval_7134	B05	43732180	43732338	+	159	41	0	0
Interval_7135	B05	43784794	43784939	+	146	22	0	0
Interval_7136	B05	43873625	43873724	+	100	28	0	0
Interval_7137	B05	44025741	44025862	+	122	22	0	0
Interval_7138	B05	44125305	44125427	+	123	25	0	0
Interval_7139	B05	44126683	44126786	+	104	17	0	0
Interval_7140	B05	44156420	44156609	+	190	44	0	0
Interval_7141	B05	44411236	44411363	+	128	37	3	0
Interval_7142	B05	44412451	44412618	+	168	36	0	0
Interval_7143	B05	44415540	44415743	+	204	54	0	0
Interval_7144	B05	44426126	44426248	+	123	25	0	0
Interval_7145	B05	44689310	44689464	+	155	42	0	0
Interval_7146	B05	44689537	44689678	+	142	25	0	0
Interval_7147	B05	44691414	44691535	+	122	26	0	0
Interval_7148	B05	44869057	44869205	+	149	23	0	0
Interval_7149	B05	45320447	45320558	+	112	16	2	0
Interval_7150	B05	45574825	45574925	+	101	18	2	0
Interval_7151	B05	45755624	45755820	+	197	51	3	0
Interval_7152	B05	45786815	45786946	+	132	31	0	0
Interval_7153	B05	45869322	45869419	+	98	20	1	1
Interval_7154	B05	46222824	46222974	+	151	16	0	0
Interval_7155	B05	46286513	46286610	+	98	17	0	0
Interval_7156	B05	46614956	46615166	+	211	66	0	0
Interval_7157	B05	46767994	46768110	+	117	29	0	0
Interval_7158	B05	46821690	46821804	+	115	29	0	0
Interval_7159	B05	46917943	46918077	+	135	43	0	0
Interval_7160	B05	47425142	47425268	+	127	39	5	1
Interval_7161	B05	47593955	47594073	+	119	25	3	7
Interval_7162	B05	47709856	47710046	+	191	42	14	9
Interval_7163	B05	47859206	47859345	+	140	23	22	0
Interval_7164	B05	48310431	48310614	+	184	36	0	0
Interval_7165	B05	48311141	48311342	+	202	25	0	0
Interval_7166	B05	48625731	48625865	+	135	22	0	0
Interval_7167	B05	49121259	49121367	+	109	24	0	0
Interval_7168	B05	49280748	49280869	+	122	15	0	0
Interval_7169	B05	49523634	49523834	+	201	59	0	0
Interval_7170	B05	49739531	49739667	+	137	31	0	0
Interval_7171	B05	49852883	49852989	+	107	6	0	0
Interval_7172	B05	49949698	49949826	+	129	19	0	0
Interval_7173	B05	49952630	49952785	+	156	36	0	0
Interval_7174	B05	49953797	49953900	+	104	20	0	0
Interval_7175	B05	49968804	49968925	+	122	17	0	0
Interval_7176	B05	50008492	50008622	+	131	39	0	0
Interval_7177	B05	50042813	50042921	+	109	23	0	0
Interval_7178	B05	50640487	50640692	+	206	45	0	0
Interval_7179	B05	50793070	50793273	+	204	73	0	0
Interval_7180	B05	51115439	51115584	+	146	30	0	0
Interval_7181	B05	51217880	51218075	+	196	39	0	0
Interval_7182	B05	51277840	51277980	+	141	34	0	0
Interval_7183	B05	51374104	51374248	+	145	19	0	0
Interval_7184	B05	51377837	51377946	+	110	16	0	0
Interval_7185	B05	51775506	51775763	+	258	118	40	0
Interval_7186	B05	51902152	51902368	+	217	91	15	0
Interval_7187	B05	51903793	51904035	+	243	58	43	0
Interval_7188	B05	51985348	51985445	+	98	19	5	0
Interval_7189	B05	52135532	52135651	+	120	45	0	0
Interval_7190	B05	52139091	52139194	+	104	27	0	0
Interval_7191	B05	52595740	52595895	+	156	37	0	0
Interval_7192	B05	52600593	52600809	+	217	60	0	0
Interval_7193	B05	52811478	52811606	+	129	29	8	0
Interval_7194	B05	53034771	53034921	+	151	38	0	0
Interval_7195	B05	53085409	53085540	+	132	26	15	0
Interval_7196	B05	53147962	53148125	+	164	60	0	0
Interval_7197	B05	53177021	53177161	+	141	32	0	0
Interval_7198	B05	53179561	53179658	+	98	29	0	0
Interval_7199	B05	53270948	53271079	+	132	22	1	0
Interval_7200	B05	53277347	53277507	+	161	29	0	0
Interval_7201	B05	53464762	53464899	+	138	40	0	0
Interval_7202	B05	53492397	53492572	+	176	36	0	0
Interval_7203	B05	53683046	53683224	+	179	47	0	0
Interval_7204	B05	53693663	53693785	+	123	22	0	0
Interval_7205	B05	53710386	53710513	+	128	26	0	0
Interval_7206	B05	53718945	53719062	+	118	25	0	0
Interval_7207	B05	54063972	54064083	+	112	26	0	0
Interval_7208	B05	54412081	54412237	+	157	35	0	0
Interval_7209	B05	54428788	54428978	+	191	51	0	0
Interval_7210	B05	54429128	54429464	+	337	146	0	0
Interval_7211	B05	54612186	54612325	+	140	34	0	0
Interval_7212	B05	54670623	54670777	+	155	26	7	0
Interval_7213	B05	54825385	54825502	+	118	18	6	0
Interval_7214	B05	55042859	55043018	+	160	20	9	0
Interval_7215	B05	55219894	55220045	+	152	31	15	0
Interval_7216	B05	55484770	55484882	+	113	16	6	0
Interval_7217	B05	55725689	55725845	+	157	59	0	0
Interval_7218	B05	55895445	55895546	+	102	13	0	0
Interval_7219	B05	56270769	56271082	+	314	125	0	0
Interval_7220	B05	56438841	56438964	+	124	21	0	0
Interval_7221	B05	56537324	56537490	+	167	33	0	0
Interval_7222	B05	56917212	56917326	+	115	25	0	0
Interval_7223	B05	56936367	56936524	+	158	20	0	0
Interval_7224	B05	56944165	56944422	+	258	73	0	0
Interval_7225	B05	57010052	57010210	+	159	32	0	0
Interval_7226	B05	57055496	57055596	+	101	19	0	0
Interval_7227	B05	57055669	57055836	+	168	36	0	0
Interval_7228	B05	58011158	58011286	+	129	22	5	0
Interval_7229	B05	58060482	58060660	+	179	46	21	0
Interval_7230	B05	58160100	58160233	+	134	31	10	0
Interval_7231	B05	58567268	58567427	+	160	30	16	0
Interval_7232	B05	58598897	58599048	+	152	44	17	0
Interval_7233	B05	58659715	58659815	+	101	23	21	0
Interval_7234	B05	58736690	58736790	+	101	23	0	0
Interval_7235	B05	58819543	58819684	+	142	34	0	0
Interval_7236	B05	59194535	59194717	+	183	61	0	0
Interval_7237	B05	59255128	59255239	+	112	26	1	5
Interval_7238	B05	59569768	59569882	+	115	17	0	1
Interval_7239	B05	59626140	59626327	+	188	60	0	0
Interval_7240	B05	59694074	59694197	+	124	29	23	1
Interval_7241	B05	59908644	59908753	+	110	20	0	0
Interval_7242	B05	59923374	59923608	+	235	41	0	0
Interval_7243	B05	59974747	59974926	+	180	65	3	6
Interval_7244	B05	60111836	60111974	+	139	20	1	0
Interval_7245	B05	60370394	60370672	+	279	91	24	0
Interval_7246	B05	60372739	60372845	+	107	23	6	0
Interval_7247	B05	60572112	60572245	+	134	21	0	0
Interval_7248	B05	61103338	61103512	+	175	46	34	0
Interval_7249	B05	61103667	61103870	+	204	80	0	0
Interval_7250	B05	61282747	61282848	+	102	14	0	0
Interval_7251	B05	61558097	61558371	+	275	84	0	0
Interval_7252	B05	61832730	61832855	+	126	34	0	0
Interval_7253	B05	61834830	61834956	+	127	46	13	0
Interval_7254	B05	61865850	61866021	+	172	49	17	0
Interval_7255	B05	62110997	62111109	+	113	28	0	0
Interval_7256	B05	62776165	62776262	+	98	26	5	0
Interval_7257	B05	62922396	62922706	+	311	64	12	0
Interval_7258	B05	63033209	63033443	+	235	55	4	0
Interval_7259	B05	63041244	63041422	+	179	56	4	0
Interval_7260	B05	63482342	63482552	+	211	30	0	0
Interval_7261	B05	63484922	63485019	+	98	9	2	0
Interval_7262	B05	63577747	63577959	+	213	43	25	4
Interval_7263	B05	63580329	63580466	+	138	19	3	0
Interval_7264	B05	64540669	64540840	+	172	43	0	0
Interval_7265	B05	65415287	65415419	+	133	15	0	0
Interval_7266	B05	66222331	66222587	+	257	56	0	0
Interval_7267	B05	66546564	66546661	+	98	13	0	0
Interval_7268	B05	66771557	66771693	+	137	39	0	0
Interval_7269	B05	66849251	66849429	+	179	42	0	0
Interval_7270	B05	66935614	66935740	+	127	25	0	1
Interval_7271	B05	67118253	67118363	+	111	19	5	0
Interval_7272	B05	67133748	67133845	+	98	24	13	0
Interval_7273	B05	67335746	67335876	+	131	40	4	0
Interval_7274	B05	67342346	67342476	+	131	29	0	0
Interval_7275	B05	67863407	67863591	+	185	66	0	0
Interval_7276	B05	67923561	67923658	+	98	17	0	0
Interval_7277	B05	68027473	68027581	+	109	12	0	0
Interval_7278	B05	68112586	68112757	+	172	62	16	1
Interval_7279	B05	68261585	68261730	+	146	17	4	0
Interval_7280	B05	68510035	68510140	+	106	13	2	0
Interval_7281	B05	68837636	68837795	+	160	32	3	0
Interval_7282	B05	69318474	69318783	+	310	77	11	0
Interval_7283	B05	69454521	69454672	+	152	31	0	0
Interval_7284	B05	69659173	69659273	+	101	27	0	0
Interval_7285	B05	69763650	69763943	+	294	93	0	0
Interval_7286	B05	70341571	70341751	+	181	38	0	0
Interval_7287	B05	70457367	70457648	+	282	87	81	0
Interval_7288	B05	70620094	70620198	+	105	16	0	0
Interval_7289	B05	70658019	70658172	+	154	27	0	0
Interval_7290	B05	70692567	70692722	+	156	21	0	0
Interval_7291	B05	70727978	70728151	+	174	52	14	0
Interval_7292	B05	70808963	70809083	+	121	25	1	0
Interval_7293	B05	71556196	71556408	+	213	36	0	0
Interval_7294	B05	71927113	71927210	+	98	21	6	6
Interval_7295	B05	72147663	72147795	+	133	25	9	0
Interval_7296	B05	72205661	72205799	+	139	33	20	0
Interval_7297	B05	72254180	72254277	+	98	14	0	0
Interval_7298	B05	72586316	72586439	+	124	19	6	0
Interval_7299	B05	72691160	72691257	+	98	25	0	0
Interval_7300	B05	72934286	72934409	+	124	34	0	0
Interval_7301	B05	74671858	74672084	+	227	30	16	0
Interval_7302	B05	75196800	75197020	+	221	63	16	8
Interval_7303	B05	75275924	75276081	+	158	34	0	0
Interval_7304	B05	76226431	76226562	+	132	28	0	0
Interval_7305	B05	76321813	76321915	+	103	27	0	0
Interval_7306	B05	76700770	76700867	+	98	18	0	0
Interval_7307	B05	76857467	76857630	+	164	50	0	0
Interval_7308	B05	77047295	77047503	+	209	51	20	16
Interval_7309	B05	77075775	77075886	+	112	20	13	0
Interval_7310	B05	77112517	77112621	+	105	35	0	0
Interval_7311	B05	77350387	77350488	+	102	19	0	0
Interval_7312	B05	77847343	77847459	+	117	21	0	0
Interval_7313	B05	78189589	78189695	+	107	27	12	0
Interval_7314	B05	78501757	78501924	+	168	55	17	4
Interval_7315	B05	79034694	79034884	+	191	44	0	0
Interval_7316	B05	79236075	79236174	+	100	20	0	0
Interval_7317	B05	79504864	79504990	+	127	36	0	0
Interval_7318	B05	79554248	79554345	+	98	20	6	0
Interval_7319	B05	79570911	79571142	+	232	68	5	0
Interval_7320	B05	79875799	79875936	+	138	20	1	0
Interval_7321	B05	80042443	80042564	+	122	14	10	0
Interval_7322	B05	80048671	80048795	+	125	33	0	0
Interval_7323	B05	80466307	80466430	+	124	22	0	0
Interval_7324	B05	80595857	80596004	+	148	36	23	4
Interval_7325	B05	80607073	80607256	+	184	35	26	0
Interval_7326	B05	81059373	81059506	+	134	37	0	0
Interval_7327	B05	81062793	81062949	+	157	30	0	0
Interval_7328	B05	81073719	81073837	+	119	41	0	0
Interval_7329	B05	81098579	81098758	+	180	55	0	0
Interval_7330	B05	81103027	81103156	+	130	25	0	0
Interval_7331	B05	81118603	81118700	+	98	9	0	0
Interval_7332	B05	81796943	81797108	+	166	32	0	0
Interval_7333	B05	81989669	81989829	+	161	50	0	0
Interval_7334	B05	82404085	82404204	+	120	29	0	0
Interval_7335	B05	82965520	82965678	+	159	53	0	0
Interval_7336	B05	82975951	82976088	+	138	11	0	0
Interval_7337	B05	82988783	82988904	+	122	20	0	0
Interval_7338	B05	83005731	83005833	+	103	22	1	0
Interval_7339	B05	83006518	83006620	+	103	15	0	0
Interval_7340	B05	83576589	83576756	+	168	30	0	0
Interval_7341	B05	83598752	83599004	+	253	29	0	0
Interval_7342	B05	83960186	83960303	+	118	28	0	0
Interval_7343	B05	83969985	83970194	+	210	49	0	0
Interval_7344	B05	84121691	84121808	+	118	27	0	0
Interval_7345	B05	84394787	84394884	+	98	15	0	0
Interval_7346	B05	84613325	84613449	+	125	35	0	0
Interval_7347	B05	84916181	84916376	+	196	63	0	0
Interval_7348	B05	85047118	85047227	+	110	29	0	0
Interval_7349	B05	85279622	85279801	+	180	15	0	0
Interval_7350	B05	85578927	85579029	+	103	21	0	0
Interval_7351	B05	85764734	85765047	+	314	44	0	0
Interval_7352	B05	86077869	86078096	+	228	76	1	0
Interval_7353	B05	86719653	86719782	+	130	17	7	0
Interval_7354	B05	86737538	86737635	+	98	11	0	0
Interval_7355	B05	87171166	87171368	+	203	50	0	0
Interval_7356	B05	87470768	87470865	+	98	19	8	0
Interval_7357	B05	87496908	87497087	+	180	47	29	0
Interval_7358	B05	87544793	87544908	+	116	25	0	0
Interval_7359	B05	87654667	87654775	+	109	16	0	0
Interval_7360	B05	87768628	87768737	+	110	11	0	0
Interval_7361	B05	88225514	88225634	+	121	17	3	0
Interval_7362	B05	88453057	88453218	+	162	44	17	3
Interval_7363	B05	88526666	88526764	+	99	26	22	0
Interval_7364	B05	88596672	88596882	+	211	62	0	0
Interval_7365	B05	88720310	88720462	+	153	45	0	0
Interval_7366	B05	88770559	88770656	+	98	15	2	2
Interval_7367	B05	88983352	88983505	+	154	16	2	6
Interval_7368	B05	89047137	89047284	+	148	38	8	1
Interval_7369	B05	89300226	89300390	+	165	20	3	1
Interval_7370	B05	89693164	89693261	+	98	12	6	0
Interval_7371	B05	90265720	90265817	+	98	14	0	0
Interval_7372	B05	90267317	90267487	+	171	48	4	0
Interval_7373	B05	90305361	90305536	+	176	26	19	0
Interval_7374	B05	90379926	90380023	+	98	10	0	0
Interval_7375	B05	90423093	90423221	+	129	23	0	0
Interval_7376	B05	90439814	90440017	+	204	97	0	0
